Região;UF;Cidade;Sexo;Faixa Etária;Ano Abertura;Mês Abertura;Data Abertura;Data Resposta;Data Finalização;Tempo Resposta;Nome Fantasia;Segmento de Mercado;Área;Assunto;Grupo Problema;Problema;Como Comprou Contratou;Procurou Empresa;Respondida;Situação;Avaliação Reclamação;Nota do Consumidor
NE;MA;São Luís;M;entre 61 a 70 anos;2014;5;29/05/2014;07/06/2014;17/06/2014;9;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Atendimento / SAC;SAC - Dificuldadede de contato / acesso;Loja física;S;S;Finalizada não avaliada;Não Avaliada;
NE;MA;Carolina;M;entre 31 a 40 anos;2014;5;19/05/2014;29/05/2014;08/06/2014;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de telefonia e informática;Aparelho de telefone fixo / interfone;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
NE;MA;São Luís;M;entre 21 a 30 anos;2014;5;29/05/2014;05/06/2014;09/06/2014;7;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Cobrança / Contestação;Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo;Loja física;S;S;Finalizada avaliada;Resolvida;5
NE;MA;São Luís;F;entre 21 a 30 anos;2014;5;27/05/2014;06/06/2014;16/06/2014;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
NE;MA;São Luís;F;entre 21 a 30 anos;2014;5;30/05/2014;06/06/2014;06/06/2014;7;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Atendimento / SAC;SAC - Dificuldadede de contato / acesso;Telefone;S;S;Finalizada avaliada;Resolvida;1
CO;DF;Brasília;M;entre 51 a 60 anos;2014;5;27/05/2014;06/06/2014;06/06/2014;10;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de telefonia e informática;Aparelho celular;Vício de Qualidade;Produto danificado / não funciona - Dificuldade em trocar ou consertar no prazo de garantia;Loja física;S;S;Finalizada avaliada;Resolvida;5
NE;MA;São Bento;F;mais de 70 anos;2014;5;20/05/2014;26/05/2014;05/06/2014;6;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;
NE;MA;São Luís;M;entre 21 a 30 anos;2014;5;20/05/2014;28/05/2014;07/06/2014;8;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Vício de Qualidade;Dificuldade para alterar/ ativar serviços;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
NE;MA;São Luís;F;entre 31 a 40 anos;2014;5;29/05/2014;29/05/2014;03/06/2014;0;Hipercard;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Informação;Dados pessoais ou financeiros consultados, coletados, publicados ou repassados sem autorização;Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;5
NE;MA;São Luís;M;entre 21 a 30 anos;2014;5;24/05/2014;02/06/2014;12/06/2014;9;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Contrato / Oferta;Serviço indisponível para a região ou sem previsão;Loja física;N;S;Finalizada não avaliada;Não Avaliada;
NE;MA;São Luís;M;entre 21 a 30 anos;2014;5;21/05/2014;23/05/2014;02/06/2014;2;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de telefonia e informática;Aparelho celular;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Telefone;N;S;Finalizada não avaliada;Não Avaliada;
NE;MA;São Luís;F;entre 31 a 40 anos;2014;5;22/05/2014;26/05/2014;05/06/2014;4;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
N ;AC;Rio Branco;M;entre 21 a 30 anos;2014;5;23/05/2014;24/05/2014;02/06/2014;1;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Não comprei / contratei;N;S;Finalizada avaliada;Resolvida;4
NE;MA;São Luís;M;entre 41 a 50 anos;2014;5;21/05/2014;31/05/2014;10/06/2014;10;Oi Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
CO;DF;Brasília;M;entre 31 a 40 anos;2014;5;23/05/2014;02/06/2014;12/06/2014;10;Pontofrio.com;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Refrigerador / freezer;Vício de Qualidade;Não envio / atraso do boleto ou fatura / dificuldade com o pagamento;Internet;S;S;Finalizada não avaliada;Não Avaliada;
NE;MA;São Luís;M;entre 21 a 30 anos;2014;5;22/05/2014;26/05/2014;05/06/2014;4;Banco do Brasil;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Atendimento Bancário;Vício de Qualidade;Fila em banco;Loja física;N;S;Finalizada não avaliada;Não Avaliada;
SE;RJ;Rio de Janeiro;F;entre 41 a 50 anos;2014;5;23/05/2014;29/05/2014;03/06/2014;6;GVT;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Pacote de Serviços ( Combo );Contrato / Oferta;Publicidade abusiva / ofensiva / discriminatória;Não comprei / contratei;S;S;Finalizada avaliada;Não Resolvida;4
CO;DF;Brasília;M;entre 31 a 40 anos;2014;5;23/05/2014;02/06/2014;12/06/2014;10;Pontofrio.com;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Fogão, microondas, forno elétrico, depurador de ar e coifa;Entrega do Produto;Produto entregue incompleto / diferente do  pedido;Ganhei de presente;S;S;Finalizada não avaliada;Não Avaliada;
N ;AC;Rio Branco;F;entre 21 a 30 anos;2014;5;30/05/2014;09/06/2014;09/06/2014;10;Caixa Econômica Federal;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Vício de Qualidade;Dificuldade para alterar/ ativar serviços;Loja física;S;S;Finalizada avaliada;Resolvida;4
N ;AC;Rio Branco;M;entre 21 a 30 anos;2014;5;23/05/2014;02/06/2014;12/06/2014;10;Caixa Econômica Federal;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Financiamento de Imóveis;Entrega do Produto;Não entrega / demora na entrega do imóvel;Stand, feiras e eventos;S;S;Finalizada não avaliada;Não Avaliada;
NE;MA;São José de Ribamar;M;entre 21 a 30 anos;2014;5;24/05/2014;03/06/2014;04/06/2014;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de telefonia e informática;Microcomputador e laptops;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Telefone;S;S;Finalizada avaliada;Resolvida;2
CO;DF;Brasília;M;entre 21 a 30 anos;2014;5;27/05/2014;29/05/2014;01/06/2014;2;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Loja física;S;S;Finalizada avaliada;Resolvida;5
SE;RJ;Rio de Janeiro;M;entre 31 a 40 anos;2014;5;30/05/2014;03/06/2014;13/06/2014;4;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Atendimento / SAC;SAC - Dificuldadede de contato / acesso;Domicílio;S;S;Finalizada avaliada;Resolvida;1
SE;RJ;Rio de Janeiro;M;entre 31 a 40 anos;2014;5;20/05/2014;30/05/2014;08/06/2014;10;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Loja física;S;S;Finalizada avaliada;Não Resolvida;1
CO;DF;Brasília;M;entre 31 a 40 anos;2014;5;30/05/2014;04/06/2014;07/06/2014;5;Walmart.com;Comércio Eletrônico;Demais Produtos;Produtos para crianças (carrinho, brinquedos, cadeira, vestuário, mamadeira, etc);Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;S;Finalizada avaliada;Resolvida;4
S ;PR;Curitiba;F;entre 21 a 30 anos;2014;5;30/05/2014;06/06/2014;16/06/2014;7;GVT;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Pacote de Serviços ( Combo );Contrato / Oferta;Publicidade abusiva / ofensiva / discriminatória;Não comprei / contratei;N;S;Finalizada avaliada;Resolvida;4
S ;PR;Curitiba;F;entre 31 a 40 anos;2014;5;30/05/2014;02/06/2014;12/06/2014;3;Decolar.com;Agências de Viagens;Turismo/Viagens;Pacote / excursão / agência de turismo;Contrato / Oferta;Não entrega do contrato ou documentação relacionada ao serviço;Internet;S;S;Finalizada não avaliada;Não Avaliada;
NE;MA;São Luís;F;entre 31 a 40 anos;2014;5;27/05/2014;06/06/2014;08/06/2014;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Contrato / Oferta;Serviço indisponível para a região ou sem previsão;Domicílio;S;S;Finalizada avaliada;Não Resolvida;1
CO;DF;Brasília;M;entre 31 a 40 anos;2014;5;27/05/2014;05/06/2014;06/06/2014;9;Walmart.com;Comércio Eletrônico;Produtos de telefonia e informática;Aparelho celular;Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;S;Finalizada avaliada;Resolvida;5
CO;DF;Brasília;M;entre 61 a 70 anos;2014;5;27/05/2014;06/06/2014;16/06/2014;10;GVT;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Pacote de Serviços ( Combo );Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Telefone;S;S;Finalizada não avaliada;Não Avaliada;
CO;DF;Brasília;M;entre 61 a 70 anos;2014;5;27/05/2014;04/06/2014;14/06/2014;8;GVT;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Pacote de Serviços ( Combo );Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
NE;MA;São Luís;F;entre 41 a 50 anos;2014;5;19/05/2014;29/05/2014;04/06/2014;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Cobrança / Contestação;Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo;Telefone;S;S;Finalizada avaliada;Resolvida;5
CO;DF;Brasília;M;entre 31 a 40 anos;2014;5;26/05/2014;03/06/2014;05/06/2014;8;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Cobrança / Contestação;Cobrança em duplicidade / Cobrança referente a pagamento já efetuado;Telefone;S;S;Finalizada avaliada;Não Resolvida;1
NE;MA;São Luís;M;entre 21 a 30 anos;2014;5;26/05/2014;05/06/2014;09/06/2014;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Telefone;S;S;Finalizada avaliada;Não Resolvida;1
NE;MA;Paço do Lumiar;F;entre 41 a 50 anos;2014;5;27/05/2014;30/05/2014;09/06/2014;3;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;
NE;MA;São Luís;F;entre 61 a 70 anos;2014;5;29/05/2014;06/06/2014;09/06/2014;8;Banco BMG;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado (Empréstimo descontado em folha de pagamento);Cobrança / Contestação;Cálculo de juros, saldo devedor (contestação, solicitação de histórico, dúvidas);Telefone;S;S;Finalizada avaliada;Resolvida;4
CO;DF;Brasília;F;entre 21 a 30 anos;2014;5;31/05/2014;09/06/2014;19/06/2014;9;SKY;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Telefone;S;S;Finalizada não avaliada;Não Avaliada;
CO;DF;Brasília;M;entre 21 a 30 anos;2014;5;27/05/2014;03/06/2014;10/06/2014;7;Walmart.com;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Eletroportáteis ( batedeira, liquidificador, umidificador, secador, etc );Vício de Qualidade;Produto danificado / não funciona - Dificuldade em trocar ou consertar no prazo de garantia;Internet;S;S;Finalizada avaliada;Resolvida;4
NE;MA;São Luís;M;entre 31 a 40 anos;2014;5;27/05/2014;28/05/2014;07/06/2014;1;Santander Financiamentos;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cadastro de Restrição (SPC, Serasa etc);Informação;Dados pessoais ou financeiros consultados, coletados, publicados ou repassados sem autorização;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;
CO;DF;Brasília;F;entre 41 a 50 anos;2014;5;23/05/2014;02/06/2014;03/06/2014;10;Oi Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de telefonia e informática;Aparelho celular;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Loja física;S;S;Finalizada avaliada;Resolvida;3
S ;PR;Curitiba;M;entre 21 a 30 anos;2014;5;29/05/2014;03/06/2014;13/06/2014;5;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Cobrança / Contestação;Cobrança após cancelamento do serviço;Loja física;S;S;Finalizada não avaliada;Não Avaliada;
S ;PR;Curitiba;M;entre 21 a 30 anos;2014;5;30/05/2014;02/06/2014;05/06/2014;3;BB Seguro Auto;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Serviços Financeiros;Seguros de Veículos;Contrato / Oferta;Alteração da apólice sem solicitação / aviso prévio;Telefone;S;S;Finalizada avaliada;Resolvida;4
S ;PR;Curitiba;F;entre 21 a 30 anos;2014;5;29/05/2014;06/06/2014;06/06/2014;8;GVT;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Cobrança / Contestação;Cobrança após cancelamento do serviço;Telefone;S;S;Finalizada avaliada;Resolvida;3
N ;AC;Rio Branco;M;entre 41 a 50 anos;2014;5;30/05/2014;30/05/2014;01/06/2014;0;Banco do Brasil;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Demais Empréstimos e Financiamentos (exceto imóveis e veículos);Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;5
CO;DF;Brasília;M;entre 41 a 50 anos;2014;5;30/05/2014;09/06/2014;11/06/2014;10;SKY;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Informação;Informações incompletas / inadequadas sobre o serviço, plano, promoção etc;Não comprei / contratei;N;S;Finalizada avaliada;Resolvida;5
SE;RJ;Rio de Janeiro;M;entre 31 a 40 anos;2014;5;30/05/2014;09/06/2014;09/06/2014;10;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Loja física;S;S;Finalizada avaliada;Resolvida;3
SE;RJ;Rio de Janeiro;M;entre 31 a 40 anos;2014;5;31/05/2014;04/06/2014;04/06/2014;4;Oi Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Telefone;S;S;Finalizada avaliada;Não Resolvida;1
N ;AC;Rio Branco;M;entre 31 a 40 anos;2014;5;30/05/2014;04/06/2014;14/06/2014;5;Walmart.com;Comércio Eletrônico;Produtos de telefonia e informática;Tablet;Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;S;Finalizada não avaliada;Não Avaliada;
